0,20915
1,3851
2,1452
3,814
4,564
5,389
6,320
7,258
8,221
9,191
10,161
11,151
12,102
13,105
14,106
15,66
16,92
17,80
18,65
19,81
20,52
21,54
22,48
23,58
24,51
25,43
26,51
27,42
28,51
29,35
30,49
31,35
32,34
33,35
34,34
35,34
36,38
37,25
38,23
39,27
40,19
41,19
42,32
43,35
44,21
45,19
46,18
47,14
48,14
49,18
50,20
51,14
52,16
53,15
54,20
55,29
56,16
57,13
58,10
59,13
60,5
61,24
62,17
63,9
64,7
65,12
66,12
67,11
68,4
69,10
70,19
71,10
72,15
73,14
74,9
75,11
76,12
77,5
78,12
79,10
80,12
81,6
82,7
83,7
84,10
85,7
86,12
87,10
88,9
89,4
90,11
91,12
92,8
93,13
94,11
95,9
96,12
97,7
98,7
100,7
101,8
102,8
103,9
104,8
105,2
106,13
107,7
108,5
109,9
110,6
111,5
112,6
113,5
114,16
115,8
116,5
117,9
118,4
119,5
120,3
121,7
122,5
123,4
124,4
125,1
126,7
127,2
128,5
129,1
130,1
131,4
132,9
133,5
134,5
135,4
136,5
137,3
138,1
139,7
140,3
141,1
142,3
143,3
144,6
145,7
146,5
147,4
148,1
149,5
150,3
151,5
152,6
153,7
154,6
155,4
156,3
157,5
158,3
160,3
161,4
163,4
164,4
165,2
166,2
167,4
168,4
169,6
170,5
171,4
173,2
174,3
175,3
176,3
177,3
178,1
179,2
180,4
181,2
182,3
183,2
184,2
186,1
187,10
188,2
189,3
190,2
192,1
193,2
194,3
196,3
197,6
198,3
199,1
200,2
201,1
202,2
203,1
204,4
205,1
206,3
207,5
208,1
209,4
210,5
211,6
212,4
214,4
215,3
216,1
217,1
218,2
219,7
220,6
221,5
223,2
224,4
225,3
226,2
227,2
228,5
229,6
230,1
231,5
232,2
233,4
234,2
235,4
236,1
237,1
238,2
239,1
240,2
241,3
242,5
243,5
244,3
245,3
246,2
247,3
249,1
250,1
251,1
253,5
254,1
257,4
258,6
259,4
260,2
261,2
263,2
264,3
266,3
267,2
268,1
269,2
270,3
272,2
273,3
275,2
276,1
278,1
279,1
282,3
283,1
284,1
285,2
286,1
287,1
288,3
289,1
290,2
291,1
292,2
293,2
294,1
297,1
298,1
299,1
300,1
301,1
302,2
303,1
304,1
307,1
308,1
310,1
311,3
312,2
314,1
315,2
318,1
319,2
320,4
322,2
323,1
324,3
325,2
326,1
327,1
328,1
331,3
332,1
333,1
335,1
336,1
337,1
338,1
340,1
341,2
343,1
347,1
348,3
349,1
350,1
355,2
356,1
358,1
360,1
361,2
362,1
363,2
365,1
367,1
368,2
370,3
372,1
378,2
379,1
382,1
385,2
386,1
387,1
389,1
390,1
392,1
393,1
394,3
396,2
399,1
400,1
401,1
403,1
405,1
406,2
407,3
409,2
413,1
420,1
422,2
423,1
424,1
429,1
430,1
433,1
434,2
435,1
439,1
447,1
452,1
456,2
458,2
461,1
463,1
464,1
465,1
467,1
469,2
470,1
472,1
475,3
476,3
477,1
478,1
479,1
481,1
486,2
487,1
489,1
496,1
500,1
502,1
508,1
511,1
513,1
515,1
516,1
520,1
521,2
522,1
523,1
526,1
528,1
530,1
534,1
536,1
537,1
543,1
548,2
549,1
557,1
561,1
564,1
565,1
566,3
568,1
569,1
576,1
577,1
579,2
581,1
582,1
584,1
585,1
588,1
597,1
609,1
613,2
614,2
616,1
618,1
619,1
620,1
621,1
625,1
627,1
639,1
640,1
641,1
644,2
646,1
650,1
655,1
656,1
662,1
663,1
667,1
671,1
687,2
692,1
701,1
703,1
705,2
708,1
712,1
713,2
716,1
721,2
726,1
729,1
732,1
734,1
735,1
739,1
744,1
745,1
749,1
750,1
769,1
775,1
780,1
795,1
798,1
801,1
803,1
804,1
808,1
810,1
817,1
819,1
829,1
830,1
831,1
836,1
838,1
841,1
842,1
849,1
850,1
851,1
862,1
865,1
867,1
872,1
873,1
884,1
885,1
892,1
895,1
897,1
910,1
913,1
914,1
918,2
934,1
937,1
939,1
946,1
947,1
950,1
953,1
956,1
962,1
967,1
974,1
977,1
980,1
982,2
983,1
993,1
998,1
1003,1
1016,1
1024,1
1027,1
1028,1
1031,1
1042,1
1043,1
1075,1
1078,1
1088,1
1099,1
1103,1
1113,1
1152,1
1153,2
1167,1
1174,1
1183,1
1189,1
1194,1
1214,1
1220,1
1226,1
1229,2
1245,1
1258,1
1262,1
1277,1
1283,1
1316,2
1330,1
1333,1
1342,1
1348,1
1363,1
1370,1
1442,1
1451,1
1468,1
1485,1
1488,2
1502,1
1556,1
1594,1
1612,1
1621,1
1627,1
1674,1
1691,1
1694,1
1702,1
1711,1
1753,1
1775,1
1800,1
1819,1
1833,1
1836,1
1873,1
1905,1
1924,1
1961,1
1964,1
1972,1
2037,1
2088,1
2098,1
2138,1
2146,1
2211,1
2223,1
2238,1
2285,1
2313,1
2403,1
2423,1
2533,1
2544,1
2579,1
2609,1
2674,1
2705,1
2718,1
2724,1
2823,1
3008,1
3099,1
3253,1
3298,1
3477,1
3522,1
3556,1
3682,1
3781,1
4426,1
4614,1
4638,1
4983,1
5617,1
5695,1
5753,1
6705,1
8624,1
10835,1
11721,1
11988,1
14548,1
21132,1
28392,1
